Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Trimestre Móvel (Código),Trimestre Móvel,valor_numerico
1,Brasil,1722,Ponto percentual,-3.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202212,out-nov-dez 2022,-32.0
1,Brasil,1722,Ponto percentual,-2.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202301,nov-dez-jan 2023,-29.0
1,Brasil,1722,Ponto percentual,-2.6,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202302,dez-jan-fev 2023,-26.0
1,Brasil,1722,Ponto percentual,-2.4,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202303,jan-fev-mar 2023,-24.0
1,Brasil,1722,Ponto percentual,-2.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202304,fev-mar-abr 2023,-20.0
1,Brasil,1722,Ponto percentual,-1.5,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202305,mar-abr-mai 2023,-15.0
1,Brasil,1722,Ponto percentual,-1.3,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202306,abr-mai-jun 2023,-13.0
1,Brasil,1722,Ponto percentual,-1.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202307,mai-jun-jul 2023,-12.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202308,jun-jul-ago 2023,-11.0
1,Brasil,1722,Ponto percentual,-1.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202309,jul-ago-set 2023,-10.0
1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202310,ago-set-out 2023,-7.0
1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202311,set-out-nov 2023,-5.0
1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202312,out-nov-dez 2023,-5.0
1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202401,nov-dez-jan 2024,-7.0
1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202402,dez-jan-fev 2024,-7.0
1,Brasil,1722,Ponto percentual,-0.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202403,jan-fev-mar 2024,-9.0
1,Brasil,1722,Ponto percentual,-1.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202404,fev-mar-abr 2024,-10.0
1,Brasil,1722,Ponto percentual,-1.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202405,mar-abr-mai 2024,-12.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202406,abr-mai-jun 2024,-11.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202407,mai-jun-jul 2024,-11.0
1,Brasil,1722,Ponto percentual,-1.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202408,jun-jul-ago 2024,-12.0
1,Brasil,1722,Ponto percentual,-1.3,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202409,jul-ago-set 2024,-13.0
1,Brasil,1722,Ponto percentual,-1.4,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202410,ago-set-out 2024,-14.0
1,Brasil,1722,Ponto percentual,-1.4,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202411,set-out-nov 2024,-14.0
1,Brasil,1722,Ponto percentual,-1.2,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202412,out-nov-dez 2024,-12.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202501,nov-dez-jan 2025,-11.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202502,dez-jan-fev 2025,-11.0
1,Brasil,1722,Ponto percentual,-0.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,jan-fev-mar 2025,-9.0
1,Brasil,1722,Ponto percentual,-0.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202504,fev-mar-abr 2025,-9.0
1,Brasil,1722,Ponto percentual,-1.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202505,mar-abr-mai 2025,-10.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202506,abr-mai-jun 2025,-11.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202507,mai-jun-jul 2025,-11.0
1,Brasil,1722,Ponto percentual,-1.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202508,jun-jul-ago 2025,-10.0
1,Brasil,1722,Ponto percentual,-0.8,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202509,jul-ago-set 2025,-8.0
1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202510,ago-set-out 2025,-7.0
1,Brasil,1722,Ponto percentual,-0.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202511,set-out-nov 2025,-9.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202512,out-nov-dez 2025,-11.0
1,Brasil,1722,Ponto percentual,-1.1,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202601,nov-dez-jan 2026,-11.0
1,Brasil,1722,Ponto percentual,-1.0,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202602,dez-jan-fev 2026,-10.0
1,Brasil,1722,Ponto percentual,-0.9,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202603,jan-fev-mar 2026,-9.0
1,Brasil,1722,Ponto percentual,-0.8,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202604,fev-mar-abr 2026,-8.0
1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202605,mar-abr-mai 2026,-6.0
1,Brasil,1722,Ponto percentual,-0.4,1,Brasil,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202606,abr-mai-jun 2026,-4.0
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201203,jan-fev-mar 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201204,fev-mar-abr 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201205,mar-abr-mai 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201206,abr-mai-jun 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201207,mai-jun-jul 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201208,jun-jul-ago 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201209,jul-ago-set 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201210,ago-set-out 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201211,set-out-nov 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201212,out-nov-dez 2012,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201301,nov-dez-jan 2013,
1,Brasil,,,...,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201302,dez-jan-fev 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201303,jan-fev-mar 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201304,fev-mar-abr 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201305,mar-abr-mai 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201306,abr-mai-jun 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201307,mai-jun-jul 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201308,jun-jul-ago 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201310,ago-set-out 2013,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201311,set-out-nov 2013,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201312,out-nov-dez 2013,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201401,nov-dez-jan 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201402,dez-jan-fev 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201403,jan-fev-mar 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201404,fev-mar-abr 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201405,mar-abr-mai 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201406,abr-mai-jun 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201407,mai-jun-jul 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201408,jun-jul-ago 2014,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201409,jul-ago-set 2014,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201410,ago-set-out 2014,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201411,set-out-nov 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201412,out-nov-dez 2014,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201501,nov-dez-jan 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201502,dez-jan-fev 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201503,jan-fev-mar 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201504,fev-mar-abr 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201505,mar-abr-mai 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201506,abr-mai-jun 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201507,mai-jun-jul 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201508,jun-jul-ago 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201509,jul-ago-set 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201510,ago-set-out 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201511,set-out-nov 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201512,out-nov-dez 2015,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201601,nov-dez-jan 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201602,dez-jan-fev 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201603,jan-fev-mar 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201604,fev-mar-abr 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201605,mar-abr-mai 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201606,abr-mai-jun 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201607,mai-jun-jul 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201608,jun-jul-ago 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201609,jul-ago-set 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201610,ago-set-out 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201611,set-out-nov 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201612,out-nov-dez 2016,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201701,nov-dez-jan 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201702,dez-jan-fev 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201703,jan-fev-mar 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201704,fev-mar-abr 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201705,mar-abr-mai 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201706,abr-mai-jun 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201707,mai-jun-jul 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201708,jun-jul-ago 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201709,jul-ago-set 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201710,ago-set-out 2017,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201711,set-out-nov 2017,
1,Brasil,1694,Nenhuma,A,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201712,out-nov-dez 2017,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201801,nov-dez-jan 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201802,dez-jan-fev 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201803,jan-fev-mar 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201804,fev-mar-abr 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201805,mar-abr-mai 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201806,abr-mai-jun 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201807,mai-jun-jul 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201808,jun-jul-ago 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201809,jul-ago-set 2018,
1,Brasil,1694,Nenhuma,Z,1,Brasil,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201810,ago-set-out 2018,
